0	0.0272094
1	0.102368
2	0.188028
3	0.22467
4	0.19633
5	0.133741
6	0.0739214
7	0.0340713
8	0.0133568
9	0.00452011
10	0.00133569
11	0.000347784
12	8.03143e-05
13	1.66705e-05
14	2.86736e-06
15	8.70485e-07
16	-5.09284e-07
17	8.6671e-07
18	-1.12511e-06
19	1.33653e-06
20	-1.4318e-06
21	1.38629e-06
22	-1.21312e-06
23	9.59129e-07
24	-6.84516e-07
25	4.40338e-07
26	-2.54789e-07
27	1.32242e-07
28	-6.13485e-08
29	2.53244e-08
30	-9.24979e-09
31	2.96841e-09
32	-8.29581e-10
33	1.99628e-10
34	-4.07585e-11
35	6.92336e-12
36	-9.52095e-13
37	1.01847e-13
38	-7.95288e-15
39	4.03214e-16
40	-9.96209e-18
