0.0250743	0.0508679	0.0750439	0.100091	0.125117	0.150565	0.175418	0.201305	0.225117	0.250009	
18	39	47	48	50	86	65	81	68	60	
7	21	24	34	35	40	42	50	39	54	
10	16	16	25	24	21	27	32	31	23	
