0.0404785	0.068392	0.0826842	0.106114	0.137607	0.161792	0.183429	0.203536	0.23134	0.280719	
0	2	2	2	2	0	2	0	1	2	
0	0	1	0	0	0	1	1	2	0	
0	0	0	0	1	0	1	1	2	0	
