0.312246	0	0	1	0	0
0.530736	1	0	1	0	0
0.530736	1	0	1	0	0
0.840448	1	1	1	0	0
1.03491	2	1	1	0	0
1.03491	2	1	1	0	0
1.0959	3	1	1	0	0
1.37617	3	1	2	0	0
1.37617	3	1	2	0	0
1.56163	2	2	2	1	0
1.62027	2	3	2	1	0
1.83745	2	2	2	1	0
1.83745	2	2	2	1	0
1.97251	2	2	2	2	0
